number order,arabic market name ,name in E,gender,price for 1kg,perfume code,compny tag,seasons,description
#106,الـ. هوم,,رجالي,52,,EMSA,صيفي وشتوي,الـ. هوم: يفتتح هذا العطر رحلته بنفحات خشب الصندل والفانيليا الناعمة، ثم ينتقل بك إلى قلب عطري غني بـ الفانيليا والكاكاو، يمنحك هالة من الثقة طوال اليوم.
#107,الـ. هوم وايت,,رجالي,54,,EMSA,صيفي وشتوي,الـ. هوم وايت: تبدأ التجربة العطرية بعبير خشب الصندل والمسك الأبيض، ليأخذك في رحلة إلى نوتات العود والعنبر، تاركا أثراً جذاباً لا ينسى.
#108,الشهيرة,,للجنسين,64,,EMSA,صيفي وشتوي,الشهيرة: يطل علينا العطر بافتتاحية من خشب الصندل والمسك الأبيض، ليستقر في وسطه عبير التوابل الحارة والزعفران، يعطي شعوراً بالفخامة والتميز.
#109,الفارس,,للجنسين,68,,EMSA,صيفي وشتوي,الفارس: ينطلق العطر بنغمات منعشة من خشب الصندل والمسك الأبيض، ويتجلى في جوهره مزيج من خشب الصندل والباتشولي، ليستقر في النهاية على قاعدة فاخرة.
#110,بلجر نسائي,,نسائي,48,,EMSA,صيفي وشتوي,بلجر نسائي: يطل علينا العطر بافتتاحية من الياسمين الأبيض وبراعم اللوز، ويتجلى في جوهره مزيج من الفانيليا والكاكاو، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#111,بلكاري جاسمين نوار,,نسائي,48,,EMSA,شتوي,بلكاري جاسمين نوار: يمتاز العطر ببداية فوارة من خشب الصندل والفانيليا الناعمة، ليستقر في وسطه عبير خشب الصندل والباتشولي، يمنحك هالة من الثقة طوال اليوم.
#112,بلكاري سبورت,,للجنسين,48,,EMSA,صيفي وشتوي,بلكاري سبورت: يطل علينا العطر بافتتاحية من خشب الصندل والفانيليا الناعمة، ليستقر في وسطه عبير العود والعنبر، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#113,بلكاري مان M,,رجالي,52,,EMSA,صيفي وشتوي,بلكاري مان M: يفتتح هذا العطر رحلته بنفحات الباتشولي والفانيليا الناعمة، ليستقر في وسطه عبير خشب الصندل والباتشولي، يمنحك هالة من الثقة طوال اليوم.
#114,بلو ترانس,,للجنسين,50,,EMSA,صيفي,بلو ترانس: يمتاز العطر ببداية فوارة من نسيم البحر والحمضيات الفوارة، مع قلب يفوح برائحة نوتات البحر والياسمين، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#115,بلو شانيل,,رجالي,50,,EMSA,صيفي وشتوي,بلو شانيل: يمتاز العطر ببداية فوارة من برغموت كالابريا وإكليل الجبل، مع قلب يفوح برائحة التفاح الأخضر المنعش، يمنحك هالة من الثقة طوال اليوم.
#116,بلو شانيل FR,,رجالي,56,,EMSA,صيفي وشتوي,بلو شانيل FR: تبدأ التجربة العطرية بعبير برغموت كالابريا والحمضيات الفوارة، ثم ينتقل بك إلى قلب عطري غني بـ التفاح الأخضر المنعش، ليستقر في النهاية على قاعدة فاخرة.
#117,بلو فور مان,,رجالي,52,,EMSA,صيفي,بلو فور مان: يمتاز العطر ببداية فوارة من برغموت كالابريا والحمضيات الفوارة، بينما ينبض القلب بنبضات التفاح الأخضر المنعش، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#118,بلو ليبيل,,للجنسين,46,,EMSA,صيفي,بلو ليبيل: تأتي الرشة الأولى مزيجاً من نسيم البحر والحمضيات الفوارة، ليأخذك في رحلة إلى نوتات الليمون والبرغموت، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#119,بلو ليدي,,نسائي,54,,EMSA,صيفي,بلو ليدي: تأتي الرشة الأولى مزيجاً من نسيم البحر وإكليل الجبل، ليستقر في وسطه عبير الليمون والبرغموت، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#120,بورش دزاين,,للجنسين,54,,EMSA,صيفي وشتوي,بورش دزاين: يفتتح هذا العطر رحلته بنفحات خشب الصندل والفانيليا الناعمة، ويتجلى في جوهره مزيج من الفانيليا والكاكاو، ليستقر في النهاية على قاعدة فاخرة.
#121,بوس المنستس,,للجنسين,52,,EMSA,صيفي وشتوي,بوس المنستس: تبدأ التجربة العطرية بعبير خشب الصندل والفانيليا الناعمة، بينما ينبض القلب بنبضات التوابل الحارة والزعفران، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#122,"بوس مان ""هوكو بوس""",,رجالي,48,,EMSA,صيفي وشتوي,"بوس مان ""هوكو بوس"": ينطلق العطر بنغمات منعشة من الباتشولي والفانيليا الناعمة، ليستقر في وسطه عبير الفانيليا والكاكاو، ليستقر في النهاية على قاعدة فاخرة."
#123,بوس اورينج,,للجنسين,46,,EMSA,صيفي وشتوي,بوس اورينج: يطل علينا العطر بافتتاحية من الباتشولي والمسك الأبيض، مع قلب يفوح برائحة الفانيليا والكاكاو، ليستقر في النهاية على قاعدة فاخرة.
#124,بوس بتل,,للجنسين,56,,EMSA,صيفي وشتوي,بوس بتل: يفتتح هذا العطر رحلته بنفحات خشب الصندل والمسك الأبيض، ويتجلى في جوهره مزيج من العود والعنبر، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#125,بولو بلو,,رجالي,46,,EMSA,صيفي,بولو بلو: ينطلق العطر بنغمات منعشة من برغموت كالابريا وإكليل الجبل، بينما ينبض القلب بنبضات نوتات البحر والياسمين، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#126,بولو كلك,,رجالي,48,,EMSA,صيفي وشتوي,بولو كلك: يمتاز العطر ببداية فوارة من خشب الصندل والمسك الأبيض، ليستقر في وسطه عبير التوابل الحارة والزعفران، تاركا أثراً جذاباً لا ينسى.
#127,بومب شيل,,نسائي,52,,EMSA,صيفي وشتوي,بومب شيل: ينطلق العطر بنغمات منعشة من خشب الصندل والفانيليا الناعمة، ليستقر في وسطه عبير الفانيليا والكاكاو، ليستقر في النهاية على قاعدة فاخرة.
#128,بي يونايتد ازرق,,للجنسين,60,,EMSA,صيفي وشتوي,بي يونايتد ازرق: ينطلق العطر بنغمات منعشة من خشب الصندل والفانيليا الناعمة، ثم ينتقل بك إلى قلب عطري غني بـ التوابل الحارة والزعفران، يعطي شعوراً بالفخامة والتميز.
#129,بيوتفل,,نسائي,46,,EMSA,صيفي وشتوي,بيوتفل: يفتتح هذا العطر رحلته بنفحات خشب الصندل والمسك الأبيض، ليأخذك في رحلة إلى نوتات خشب الصندل والباتشولي، يمنحك هالة من الثقة طوال اليوم.
#130,بيوتفل نسائي,,نسائي,50,,EMSA,صيفي وشتوي,بيوتفل نسائي: يفتتح هذا العطر رحلته بنفحات الياسمين الأبيض وزهر البرتقال، مع قلب يفوح برائحة العود والعنبر، تاركا أثراً جذاباً لا ينسى.
#131,بيور بلاك,,رجالي,50,,EMSA,صيفي وشتوي,بيور بلاك: يفتتح هذا العطر رحلته بنفحات الباتشولي والفانيليا الناعمة، ويتجلى في جوهره مزيج من التوابل الحارة والزعفران، ليستقر في النهاية على قاعدة فاخرة.
#132,باريس YSL,,للجنسين,48,,EMSA,صيفي وشتوي,باريس YSL: ينطلق العطر بنغمات منعشة من الباتشولي والمسك الأبيض، ليستقر في وسطه عبير العود والعنبر، ليستقر في النهاية على قاعدة فاخرة.
#133,باترا,,للجنسين,48,,EMSA,صيفي وشتوي,باترا: يطل علينا العطر بافتتاحية من الباتشولي والمسك الأبيض، بينما ينبض القلب بنبضات العود والعنبر، تاركا أثراً جذاباً لا ينسى.
#134,باريس هلتون,,نسائي,48,,EMSA,صيفي وشتوي,باريس هلتون: تأتي الرشة الأولى مزيجاً من الباتشولي والفانيليا الناعمة، ليستقر في وسطه عبير خشب الصندل والباتشولي، يعطي شعوراً بالفخامة والتميز.
